# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LYLY1_2A000306	LYLY1_2A000306	LYLY1_2A000306T1	protein_coding	0	0	0	25	0	0	0	2	0	20	0	0	0	0	0	0	0	0	0	3
LYLY1_2A000307	LYLY1_2A000307	LYLY1_2A000307T1	protein_coding	0	1	0	414	0	0	0	7	0	404	0	0	0	0	0	0	0	0	1	3
LYLY1_2A000308	LYLY1_2A000308	LYLY1_2A000308T1	protein_coding	0	0	0	11	2	0	0	2	0	6	0	0	0	0	0	0	0	0	0	1
LYLY1_2A000309	LYLY1_2A000309	LYLY1_2A000309T1	protein_coding	0	0	0	10	2	0	1	2	0	3	0	0	0	0	0	0	0	0	0	2
LYLY1_2A000310	LYLY1_2A000310	LYLY1_2A000310T1	protein_coding	0	1	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0
LYLY1_2A000312	LYLY1_2A000312	LYLY1_2A000312T1	protein_coding	0	0	0	21	0	0	0	14	0	5	0	0	0	0	0	0	0	0	0	2
LYLY1_2A000313	LYLY1_2A000313	LYLY1_2A000313T1	protein_coding	0	0	0	175	0	0	0	7	0	168	0	0	0	0	0	0	0	0	0	0
LYLY1_2A000316	LYLY1_2A000316	LYLY1_2A000316T3	protein_coding	0	1	1	59	0	0	0	12	0	29	1	0	0	0	0	0	0	0	1	18
LYLY1_2A000317	LYLY1_2A000317	LYLY1_2A000317T1	protein_coding	0	1	0	129	0	0	0	1	0	124	0	0	0	0	0	0	0	0	1	4
LYLY1_2A000330	LYLY1_2A000330	LYLY1_2A000330T5	protein_coding	0	2	0	84	0	0	0	1	0	80	0	0	0	0	0	0	0	0	2	3
LYLY1_2A000331	LYLY1_2A000331	LYLY1_2A000331T1	protein_coding	0	1	1	8	0	0	0	2	0	3	1	0	0	0	0	0	0	0	1	3
LYLY1_2A000332	LYLY1_2A000332	LYLY1_2A000332T1	protein_coding	0	3	1	36	0	0	0	4	0	23	1	0	0	0	0	0	0	0	3	9
LYLY1_2A000333	LYLY1_2A000333	LYLY1_2A000333T1	protein_coding	0	1	0	48	0	0	0	3	0	43	0	0	0	0	0	0	0	0	1	2
LYLY1_2A000336	LYLY1_2A000336	LYLY1_2A000336T1	protein_coding	0	0	0	96	2	0	0	3	0	84	0	0	0	0	0	0	0	0	0	7
LYLY1_2A000337	LYLY1_2A000337	LYLY1_2A000337T1	protein_coding	0	3	1	90	4	0	1	7	0	75	1	0	0	0	0	0	0	0	3	3
LYLY1_2A000338	LYLY1_2A000338	LYLY1_2A000338T1	protein_coding	0	1	0	19	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	3
LYLY1_2A000340	LYLY1_2A000340	LYLY1_2A000340T1	protein_coding	0	0	1	5	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	1
LYLY1_2A000341	LYLY1_2A000341	LYLY1_2A000341T1	protein_coding	0	1	4	69	0	0	0	5	0	59	4	0	0	0	0	0	0	0	1	5
LYLY1_2A000342	LYLY1_2A000342	LYLY1_2A000342T1	protein_coding	0	0	4	21	0	0	0	7	0	0	4	0	0	0	0	0	0	0	0	14
LYLY1_2A000343	LYLY1_2A000343	LYLY1_2A000343T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A000345	LYLY1_2A000345	LYLY1_2A000345T2	protein_coding	0	2	1	117	1	0	0	7	0	103	1	0	0	0	0	0	0	0	2	6
LYLY1_2A000346	LYLY1_2A000346	LYLY1_2A000346T1	protein_coding	0	0	0	13	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1
LYLY1_2A000347	LYLY1_2A000347	LYLY1_2A000347T1	protein_coding	0	0	0	17	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	8
LYLY1_2A000353	LYLY1_2A000353	LYLY1_2A000353T3	protein_coding	0	2	0	7	2	0	0	0	0	5	0	0	0	1	0	0	0	0	1	1
LYLY1_2A000354	LYLY1_2A000354	LYLY1_2A000354T1	protein_coding	0	1	1	32	0	0	0	6	0	25	1	0	0	0	0	0	0	0	1	1
LYLY1_2A000355	LYLY1_2A000355	LYLY1_2A000355T1	protein_coding	0	0	0	37	0	0	0	21	0	4	0	0	0	0	0	0	0	0	0	12
LYLY1_2A000356	LYLY1_2A000356	LYLY1_2A000356T1	protein_coding	0	0	1	151	3	0	0	0	0	144	1	0	0	0	0	0	0	0	0	4
LYLY1_2A000357	LYLY1_2A000357	LYLY1_2A000357T1	protein_coding	0	0	0	16	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	7
LYLY1_2A000359	LYLY1_2A000359	LYLY1_2A000359T1	protein_coding	0	2	4	13	0	0	0	5	0	0	4	0	0	0	0	0	0	0	2	8
LYLY1_2A000360	LYLY1_2A000360	LYLY1_2A000360T1	protein_coding	0	1	0	8	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	4
LYLY1_2A000362	LYLY1_2A000362	LYLY1_2A000362T2	protein_coding	0	1	1	52	4	0	0	15	0	22	1	0	0	0	0	0	0	0	1	11
LYLY1_2A000364	LYLY1_2A000364	LYLY1_2A000364T2	protein_coding	0	0	2	50	0	0	0	1	0	46	2	0	0	1	0	0	0	0	0	3
LYLY1_2A000368	LYLY1_2A000368	LYLY1_2A000368T4	protein_coding	0	5	0	146	0	0	0	8	0	120	0	0	0	1	0	0	0	0	4	19
LYLY1_2A000369	LYLY1_2A000369	LYLY1_2A000369T1	protein_coding	0	0	1	24	0	0	0	3	0	20	1	0	0	0	0	0	0	0	0	1
LYLY1_2A000370	LYLY1_2A000370	LYLY1_2A000370T1	protein_coding	0	0	1	65	0	0	0	5	0	56	1	0	0	0	0	0	0	0	0	4
LYLY1_2A000371	LYLY1_2A000371	LYLY1_2A000371T1	protein_coding	0	0	0	24	0	0	0	5	0	17	0	0	0	0	0	0	0	0	0	2
LYLY1_2A000372	LYLY1_2A000372	LYLY1_2A000372T1	protein_coding	0	0	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24
LYLY1_2A000373	LYLY1_2A000373	LYLY1_2A000373T1	protein_coding	0	0	1	15	1	0	0	8	0	0	1	0	0	0	0	0	0	0	0	6
LYLY1_2A000375	LYLY1_2A000375	LYLY1_2A000375T1	protein_coding	0	0	2	96	0	0	0	0	0	93	2	0	0	0	0	0	0	0	0	3
LYLY1_2A000376	LYLY1_2A000376	LYLY1_2A000376T1	protein_coding	0	1	2	48	6	0	0	9	0	24	2	0	0	2	0	0	0	0	1	9
LYLY1_2A000377	LYLY1_2A000377	LYLY1_2A000377T1	protein_coding	0	0	1	41	0	0	0	5	0	31	1	0	0	0	0	0	0	0	0	5
LYLY1_2A000378	LYLY1_2A000378	LYLY1_2A000378T1	protein_coding	0	6	0	44	7	0	0	14	0	16	0	0	0	0	0	0	0	0	6	7
LYLY1_2A000379	LYLY1_2A000379	LYLY1_2A000379T1	protein_coding	0	1	1	27	0	0	0	0	0	25	1	0	0	0	0	0	0	0	1	2
LYLY1_2A000380	LYLY1_2A000380	LYLY1_2A000380T1	protein_coding	0	4	6	254	0	0	0	8	0	246	6	0	0	1	0	0	0	0	3	1
LYLY1_2A000381	LYLY1_2A000381	LYLY1_2A000381T1	protein_coding	0	2	1	177	0	0	0	4	0	167	1	0	0	1	0	0	0	0	1	7
LYLY1_2A000382	LYLY1_2A000382	LYLY1_2A000382T1	protein_coding	0	0	0	12	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	9
LYLY1_2A000387	LYLY1_2A000387	LYLY1_2A000387T5	protein_coding	0	0	1	38	0	0	0	5	0	26	1	0	0	0	0	0	0	0	0	7
LYLY1_2A000388	LYLY1_2A000388	LYLY1_2A000388T1	protein_coding	0	1	1	44	0	0	0	15	0	17	1	0	0	0	0	0	0	0	1	12
LYLY1_2A000389	LYLY1_2A000389	LYLY1_2A000389T1	protein_coding	0	0	0	18	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	5
LYLY1_2A000393	LYLY1_2A000393	LYLY1_2A000393T1	protein_coding	0	0	2	55	0	0	0	2	0	32	2	0	0	0	0	0	0	0	0	21
LYLY1_2A000394	LYLY1_2A000394	LYLY1_2A000394T1	protein_coding	0	0	1	52	1	0	0	5	0	44	1	0	0	0	0	0	0	0	0	2
LYLY1_2A000395	LYLY1_2A000395	LYLY1_2A000395T1	protein_coding	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
LYLY1_2A000396	LYLY1_2A000396	LYLY1_2A000396T1	protein_coding	0	0	1	13	0	0	0	5	0	5	1	0	0	0	0	0	0	0	0	3
LYLY1_2A000398	LYLY1_2A000398	LYLY1_2A000398T1	protein_coding	0	0	0	25	2	0	1	5	0	2	0	0	0	0	0	0	0	0	0	15
LYLY1_2A000400	LYLY1_2A000400	LYLY1_2A000400T1	protein_coding	1	2	1	16	0	0	0	2	0	14	1	0	0	1	1	0	0	0	1	1
LYLY1_2A000401	LYLY1_2A000401	LYLY1_2A000401T1	protein_coding	0	0	0	61	2	0	0	9	0	47	0	0	0	0	0	0	0	0	0	3
LYLY1_2A000403	LYLY1_2A000403	LYLY1_2A000403T1	protein_coding	0	1	2	74	0	0	0	8	0	61	2	0	0	0	0	0	0	0	1	5
LYLY1_2A000405	LYLY1_2A000405	LYLY1_2A000405T1	protein_coding	0	4	0	159	0	0	1	0	0	157	0	0	0	1	0	0	0	0	3	2
LYLY1_2A000406	LYLY1_2A000406	LYLY1_2A000406T1	protein_coding	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
LYLY1_2A000407	LYLY1_2A000407	LYLY1_2A000407T1	protein_coding	0	4	2	172	0	0	0	2	0	149	2	0	0	0	0	0	0	0	4	21
LYLY1_2A000408	LYLY1_2A000408	LYLY1_2A000408T1	protein_coding	0	2	0	419	0	0	0	29	0	385	0	0	0	0	0	0	0	0	2	5
LYLY1_2A000410	LYLY1_2A000410	LYLY1_2A000410T1	protein_coding	0	0	0	25	1	0	0	8	0	12	0	0	0	0	0	0	0	0	0	4
LYLY1_2A000411	LYLY1_2A000411	LYLY1_2A000411T1	protein_coding	0	0	0	12	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	3
LYLY1_2A000413	LYLY1_2A000413	LYLY1_2A000413T1	protein_coding	0	2	0	35	4	0	0	1	0	27	0	0	0	0	0	0	0	0	2	3
LYLY1_2A000414	LYLY1_2A000414	LYLY1_2A000414T1	protein_coding	0	0	1	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3
LYLY1_2A000421	LYLY1_2A000421	LYLY1_2A000421T2	protein_coding	0	0	2	62	0	0	0	2	0	60	2	0	0	0	0	0	0	0	0	0
LYLY1_2A000422	LYLY1_2A000422	LYLY1_2A000422T1	protein_coding	0	3	0	41	0	0	0	11	0	25	0	0	0	0	0	0	0	0	3	5
LYLY1_2A000427	LYLY1_2A000427	LYLY1_2A000427T5	protein_coding	0	3	0	28	0	0	0	5	0	19	0	0	0	1	0	0	0	0	2	5
LYLY1_2A000428	LYLY1_2A000428	LYLY1_2A000428T1	protein_coding	0	0	0	13	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4
LYLY1_2A000429	LYLY1_2A000429	LYLY1_2A000429T1	protein_coding	0	0	2	11	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	3
LYLY1_2A000431	LYLY1_2A000431	LYLY1_2A000431T2	protein_coding	0	1	1	25	0	0	0	0	0	21	1	0	0	0	0	0	0	0	1	4
LYLY1_2A000432	LYLY1_2A000432	LYLY1_2A000432T1	protein_coding	0	0	0	17	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9
LYLY1_2A000433	LYLY1_2A000433	LYLY1_2A000433T1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LYLY1_2A000434	LYLY1_2A000434	LYLY1_2A000434T1	protein_coding	0	2	0	64	0	0	0	11	0	40	0	0	0	1	0	0	0	0	2	13
LYLY1_2A000436	LYLY1_2A000436	LYLY1_2A000436T1	protein_coding	0	0	0	84	2	0	0	3	0	68	0	0	0	0	0	0	0	0	0	11
LYLY1_2A000438	LYLY1_2A000438	LYLY1_2A000438T2	protein_coding	0	1	0	14	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	4
LYLY1_2A000439	LYLY1_2A000439	LYLY1_2A000439T1	protein_coding	0	1	0	6	0	0	1	3	0	1	0	0	0	0	0	0	0	0	1	1
LYLY1_2A000441	LYLY1_2A000441	LYLY1_2A000441T2	protein_coding	0	1	0	25	2	0	0	1	0	22	0	0	0	0	0	0	0	0	1	0
LYLY1_2A000447	LYLY1_2A000447	LYLY1_2A000447T3	protein_coding	0	2	0	67	1	0	0	3	0	62	0	0	0	1	0	0	0	0	1	2
LYLY1_2A000450	LYLY1_2A000450	LYLY1_2A000450T2	protein_coding	0	4	1	363	4	0	1	5	0	350	1	0	0	0	0	0	0	0	4	3
LYLY1_2A000452	LYLY1_2A000452	LYLY1_2A000452T2	protein_coding	0	1	1	21	0	0	0	2	0	17	1	0	0	0	0	0	0	0	1	2
LYLY1_2A000456	LYLY1_2A000456	LYLY1_2A000456T3	protein_coding	0	2	1	30	0	0	0	4	0	24	1	0	0	1	0	0	0	0	1	3
LYLY1_2A000458	LYLY1_2A000458	LYLY1_2A000458T2	protein_coding	0	0	0	226	0	0	0	6	0	219	0	0	0	0	0	0	0	0	0	1
LYLY1_2A000459	LYLY1_2A000459	LYLY1_2A000459T1	protein_coding	0	1	2	35	0	0	0	8	0	19	2	0	0	1	0	0	0	0	0	9
LYLY1_2A000466	LYLY1_2A000466	LYLY1_2A000466T2	protein_coding	0	0	1	83	0	0	0	3	0	78	1	0	0	0	0	0	0	0	0	2
LYLY1_2A000469	LYLY1_2A000469	LYLY1_2A000469T2	protein_coding	0	5	2	331	1	0	0	9	0	310	2	0	0	0	0	0	0	0	5	11
LYLY1_2A000471	LYLY1_2A000471	LYLY1_2A000471T1	protein_coding	0	2	0	61	2	0	0	8	0	46	0	0	0	0	0	0	0	0	2	5
LYLY1_2A000473	LYLY1_2A000473	LYLY1_2A000473T2	protein_coding	0	0	0	9	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	6
LYLY1_2A000485	LYLY1_2A000485	LYLY1_2A000485T12	protein_coding	1	3	1	120	0	0	0	28	0	81	1	1	0	1	0	0	0	0	2	13
LYLY1_2A000486	LYLY1_2A000486	LYLY1_2A000486T1	protein_coding	0	2	1	78	2	0	0	2	0	72	1	0	0	1	0	0	0	0	1	3
LYLY1_2A000489	LYLY1_2A000489	LYLY1_2A000489T2	protein_coding	0	3	1	129	3	0	0	4	0	102	1	0	0	2	0	0	0	0	3	20
LYLY1_2A000490	LYLY1_2A000490	LYLY1_2A000490T1	protein_coding	0	0	0	11	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5
LYLY1_2A000491	LYLY1_2A000491	LYLY1_2A000491T1	protein_coding	0	3	0	23	0	0	0	4	0	12	0	0	0	1	0	0	0	0	2	8
LYLY1_2A000492	LYLY1_2A000492	LYLY1_2A000492T1	protein_coding	0	0	2	28	0	0	0	1	0	24	2	0	0	0	0	0	0	0	0	3
LYLY1_2A000500	LYLY1_2A000500	LYLY1_2A000500T4	protein_coding	0	1	0	125	2	0	0	7	0	112	0	0	0	1	0	0	0	0	0	5
LYLY1_2A000501	LYLY1_2A000501	LYLY1_2A000501T1	protein_coding	0	0	1	13	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	8
LYLY1_2A000503	LYLY1_2A000503	LYLY1_2A000503T1	protein_coding	0	4	1	46	2	0	2	11	0	24	1	0	0	1	0	0	0	0	3	7
LYLY1_2A000504	LYLY1_2A000504	LYLY1_2A000504T1	protein_coding	0	0	3	11	0	0	0	2	0	2	3	0	0	0	0	0	0	0	0	7
LYLY1_2A000506	LYLY1_2A000506	LYLY1_2A000506T1	protein_coding	0	2	1	34	0	0	0	15	0	9	1	0	0	0	0	0	0	0	2	10
LYLY1_2A000509	LYLY1_2A000509	LYLY1_2A000509T3	protein_coding	0	2	1	191	0	0	1	2	0	178	1	0	0	0	0	0	0	0	2	10
LYLY1_2A000510	LYLY1_2A000510	LYLY1_2A000510T1	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
LYLY1_2A000511	LYLY1_2A000511	LYLY1_2A000511T1	protein_coding	0	5	1	175	4	0	0	8	0	160	1	0	0	2	0	0	0	0	3	5
LYLY1_2A000512	LYLY1_2A000512	LYLY1_2A000512T1	protein_coding	0	1	2	69	0	0	0	27	0	31	2	0	0	0	0	0	0	0	1	11
LYLY1_2A000515	LYLY1_2A000515	LYLY1_2A000515T3	protein_coding	0	5	2	209	0	0	0	9	0	187	2	0	0	0	0	0	0	0	5	13
LYLY1_2A000520	LYLY1_2A000520	LYLY1_2A000520T5	protein_coding	0	0	1	276	1	0	0	1	0	271	1	0	0	0	0	0	0	0	0	3
LYLY1_2A000521	LYLY1_2A000521	LYLY1_2A000521T1	protein_coding	0	0	3	11	0	0	0	1	0	4	3	0	0	0	0	0	0	0	0	6
LYLY1_2A000522	LYLY1_2A000522	LYLY1_2A000522T1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LYLY1_2A000524	LYLY1_2A000524	LYLY1_2A000524T2	protein_coding	0	1	0	13	0	0	0	3	0	5	0	0	0	0	0	0	0	0	1	5
LYLY1_2A000525	LYLY1_2A000525	LYLY1_2A000525T1	protein_coding	0	1	0	34	0	0	0	17	0	11	0	0	0	0	0	0	0	0	1	6
LYLY1_2A000528	LYLY1_2A000528	LYLY1_2A000528T2	protein_coding	0	0	0	25	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	8
LYLY1_2A000534	LYLY1_2A000534	LYLY1_2A000534T6	protein_coding	0	0	0	9	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	4
LYLY1_2A000536	LYLY1_2A000536	LYLY1_2A000536T2	protein_coding	0	1	1	14	2	0	0	1	0	6	1	0	0	0	0	0	0	0	1	5
LYLY1_2A000537	LYLY1_2A000537	LYLY1_2A000537T1	protein_coding	1	0	1	9	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	6
LYLY1_2A000538	LYLY1_2A000538	LYLY1_2A000538T1	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
LYLY1_2A000540	LYLY1_2A000540	LYLY1_2A000540T1	protein_coding	0	0	0	25	0	0	0	3	0	19	0	0	0	0	0	0	0	0	0	3
LYLY1_2A000542	LYLY1_2A000542	LYLY1_2A000542T2	protein_coding	0	6	5	159	8	1	4	25	0	121	5	0	0	0	0	0	0	0	5	1
LYLY1_2A000543	LYLY1_2A000543	LYLY1_2A000543T1	protein_coding	0	0	1	31	7	0	0	9	0	13	1	0	0	0	0	0	0	0	0	2
LYLY1_2A000544	LYLY1_2A000544	LYLY1_2A000544T1	protein_coding	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4
LYLY1_2A000545	LYLY1_2A000545	LYLY1_2A000545T1	protein_coding	0	4	3	212	0	0	0	2	0	208	3	0	0	2	0	0	0	0	2	4
LYLY1_2A000546	LYLY1_2A000546	LYLY1_2A000546T1	protein_coding	0	3	2	36	0	0	0	21	0	6	2	0	0	0	0	0	0	0	3	9
LYLY1_2A000547	LYLY1_2A000547	LYLY1_2A000547T1	protein_coding	0	0	0	18	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3
LYLY1_2A000553	LYLY1_2A000553	LYLY1_2A000553T2	protein_coding	0	2	3	56	2	0	0	22	0	27	3	0	0	1	0	0	0	0	1	6
LYLY1_2A000554	LYLY1_2A000554	LYLY1_2A000554T1	protein_coding	0	1	3	77	0	0	0	11	0	61	3	0	0	0	0	0	0	0	1	5
LYLY1_2A000557	LYLY1_2A000557	LYLY1_2A000557T1	protein_coding	1	9	1	137	0	0	0	3	0	122	1	0	0	3	0	1	0	0	6	15
LYLY1_2A000558	LYLY1_2A000558	LYLY1_2A000558T1	protein_coding	0	3	2	4	0	0	0	4	0	0	2	0	0	0	0	0	0	0	3	0
LYLY1_2A000559	LYLY1_2A000559	LYLY1_2A000559T1	protein_coding	0	0	0	15	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	8
LYLY1_2A000560	LYLY1_2A000560	LYLY1_2A000560T1	protein_coding	0	0	1	34	0	0	0	2	0	25	1	0	0	0	0	0	0	0	0	7
LYLY1_2A000562	LYLY1_2A000562	LYLY1_2A000562T2	protein_coding	0	0	0	63	0	0	0	4	0	58	0	0	0	0	0	0	0	0	0	1
LYLY1_2A000563	LYLY1_2A000563	LYLY1_2A000563T1	protein_coding	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A000564	LYLY1_2A000564	LYLY1_2A000564T1	protein_coding	0	0	0	25	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	15
LYLY1_2A000565	LYLY1_2A000565	LYLY1_2A000565T1	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A000567	LYLY1_2A000567	LYLY1_2A000567T2	protein_coding	0	0	0	28	0	0	1	9	0	17	0	0	0	0	0	0	0	0	0	1
LYLY1_2A000568	LYLY1_2A000568	LYLY1_2A000568T1	protein_coding	0	0	0	69	1	0	0	7	0	60	0	0	0	0	0	0	0	0	0	1
LYLY1_2A000570	LYLY1_2A000570	LYLY1_2A000570T1	protein_coding	0	0	2	33	2	0	0	2	0	24	2	0	0	0	0	0	0	0	0	5
LYLY1_2A000576	LYLY1_2A000576	LYLY1_2A000576T5	protein_coding	0	0	0	12	2	0	0	2	0	6	0	0	0	0	0	0	0	0	0	2
LYLY1_2A000577	LYLY1_2A000577	LYLY1_2A000577T1	protein_coding	0	1	1	16	1	0	0	8	0	5	1	0	0	0	0	0	0	0	1	2
LYLY1_2A000578	LYLY1_2A000578	LYLY1_2A000578T1	protein_coding	0	3	1	350	0	0	0	10	0	334	1	0	0	0	0	0	0	0	3	6
LYLY1_2A000581	LYLY1_2A000581	LYLY1_2A000581T3	protein_coding	0	0	1	114	0	0	0	4	0	108	1	0	0	0	0	0	0	0	0	2
LYLY1_2A000582	LYLY1_2A000582	LYLY1_2A000582T1	protein_coding	0	0	0	9	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	5
LYLY1_2A000583	LYLY1_2A000583	LYLY1_2A000583T1	protein_coding	0	0	0	24	0	0	0	7	0	14	0	0	0	0	0	0	0	0	0	3
LYLY1_2A000584	LYLY1_2A000584	LYLY1_2A000584T1	protein_coding	0	1	0	17	1	0	0	2	0	11	0	0	0	0	0	0	0	0	1	3
LYLY1_2A000585	LYLY1_2A000585	LYLY1_2A000585T1	protein_coding	0	1	0	33	0	0	0	8	0	17	0	0	0	0	0	0	0	0	1	8
LYLY1_2A000586	LYLY1_2A000586	LYLY1_2A000586T1	protein_coding	0	4	6	336	0	0	0	1	0	334	6	0	0	1	0	0	0	0	3	2
LYLY1_2A000587	LYLY1_2A000587	LYLY1_2A000587T1	protein_coding	0	1	0	20	3	0	1	8	0	2	0	0	0	0	0	0	0	0	1	6
LYLY1_2A000588	LYLY1_2A000588	LYLY1_2A000588T1	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A000592	LYLY1_2A000592	LYLY1_2A000592T1	protein_coding	0	3	0	201	4	0	0	7	0	185	0	0	0	1	0	0	0	0	2	6
LYLY1_2A000593	LYLY1_2A000593	LYLY1_2A000593T1	protein_coding	0	16	17	72	0	0	0	5	0	60	17	0	0	1	0	0	0	0	16	7
LYLY1_2A000594	LYLY1_2A000594	LYLY1_2A000594T1	protein_coding	0	1	2	161	0	0	0	23	0	133	2	0	0	0	0	0	0	0	1	5
LYLY1_2A000595	LYLY1_2A000595	LYLY1_2A000595T1	protein_coding	0	0	0	7	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A000596	LYLY1_2A000596	LYLY1_2A000596T1	protein_coding	0	1	1	45	3	0	0	7	0	27	1	0	0	0	0	0	0	0	1	8
LYLY1_2A000597	LYLY1_2A000597	LYLY1_2A000597T1	protein_coding	0	1	0	28	0	0	0	16	0	4	0	0	0	0	0	0	0	0	1	8
LYLY1_2A000598	LYLY1_2A000598	LYLY1_2A000598T1	protein_coding	0	0	0	21	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	7
LYLY1_2A000599	LYLY1_2A000599	LYLY1_2A000599T1	protein_coding	0	0	0	8	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	1
LYLY1_2A000600	LYLY1_2A000600	LYLY1_2A000600T1	protein_coding	0	1	0	5	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	1
LYLY1_2A000603	LYLY1_2A000603	LYLY1_2A000603T2	protein_coding	0	2	0	19	2	2	7	6	0	1	0	0	0	0	0	0	0	0	0	3
LYLY1_2A000604	LYLY1_2A000604	LYLY1_2A000604T1	protein_coding	0	1	4	25	0	0	0	2	0	16	4	0	0	0	0	0	0	0	1	7
LYLY1_2A000606	LYLY1_2A000606	LYLY1_2A000606T2	protein_coding	0	3	2	51	0	0	0	5	0	45	2	0	0	2	0	0	0	0	1	3
LYLY1_2A000607	LYLY1_2A000607	LYLY1_2A000607T1	protein_coding	0	0	0	9	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	2
LYLY1_2A000610	LYLY1_2A000610	LYLY1_2A000610T1	protein_coding	0	3	1	12	0	0	0	1	0	3	1	0	0	1	0	0	0	0	3	8
LYLY1_2A000611	LYLY1_2A000611	LYLY1_2A000611T1	protein_coding	0	4	0	457	6	0	0	17	0	430	0	0	0	0	0	0	0	0	4	4
LYLY1_2A000614	LYLY1_2A000614	LYLY1_2A000614T3	protein_coding	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
LYLY1_2A000615	LYLY1_2A000615	LYLY1_2A000615T1	protein_coding	0	1	0	57	0	0	0	3	0	45	0	0	0	0	0	0	0	0	1	9
LYLY1_2A000616	LYLY1_2A000616	LYLY1_2A000616T1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
LYLY1_2A000619	LYLY1_2A000619	LYLY1_2A000619T1	protein_coding	0	1	0	18	0	0	0	4	0	12	0	0	0	0	0	0	0	0	1	2
LYLY1_2A000620	LYLY1_2A000620	LYLY1_2A000620T1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LYLY1_2A000622	LYLY1_2A000622	LYLY1_2A000622T2	protein_coding	0	0	0	35	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	19
LYLY1_2A000623	LYLY1_2A000623	LYLY1_2A000623T1	protein_coding	0	1	3	219	0	0	0	11	0	205	3	0	0	1	0	0	0	0	0	4
LYLY1_2A000626	LYLY1_2A000626	LYLY1_2A000626T1	protein_coding	0	0	1	75	0	0	0	8	0	56	1	0	0	0	0	0	0	0	0	11
